smiles,solvent,absorption_nm,emission_nm,plqy,epsilon,scaffold
CCCCN1C(=O)c2cc(Oc3ccc(C(C)(C)C)cc3)c3c4c(Oc5ccc(C(C)(C)C)cc5)cc5c(O)n/c(=C\c6ccccn6)c6cc(Oc7ccc(C(C)(C)C)cc7)c(c7c(Oc8ccc(C(C)(C)C)cc8)cc(c2c37)C1=O)c4c56,ClCCl,615.0,652.0,0.4210000038146972,,Naphthalimide
CCCCCCOc1ccc2c(c1)-c1cc3n(c1=[O+]2)[B-](F)(F)n1c(cc2c4cc(OCCCCCC)ccc4oc21)C=3c1ccccc1C,CO,585.0,603.0,0.2899999916553497,152000.0,BODIPY
CCN1C(=CC=C2CCCC(C=CC3=[N+](CC)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2Cl)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,CS(C)=O,805.0,820.0,0.0819999999999999,,Cyanine
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,CS(C)=O,496.0,676.0,0.4000000059604645,,5n6
COc1ccc(N2c3ccccc3Oc3cc(-c4ccc(/C=C(\C#N)C(=O)O)o4)ccc32)cc1,ClCCl,508.0,652.0,,,Triphenylamine
CCCCCCCCCCCCOc1cc2cc(N(C)C)ccc2cc1C=C(C#N)C#N,CS(C)=O,487.0,631.0,0.2300000041723251,,PAHs
Cc1cc(C)n2c1C=C1c3ccccc3C(C#Cc3cccs3)=[N+]1[B-]2(F)F,CCCCCCCCO,625.0,636.0,0.449999988079071,,BODIPY
CCCCCCCC[O+]=C1C=CC(=c2c3c4n(c(=C5C=CC(=[O+]CCCCCCCC)C=C5)c3c3n2[B-](F)(F)N2C(=N3)C=Cc3ccccc32)[B-](F)(F)N2C(=N4)C=Cc3ccccc32)C=C1,ClC(Cl)Cl,671.0,682.0,0.8299999833106995,100000.0,BODIPY
CCCCN(CCCC)c1ccc(/C=C/c2ccc3nc(/C=C/c4ccc(N(C)C)cc4)c(-c4ccccc4)nc3c2)cc1,ClCCl,482.0,615.0,0.2399999946355819,53800.0,6p6
COc1cc(OC)cc(C2=C3C(C)=C(I)C(C)=[N+]3[B-](F)(F)n3c(/C=C/c4ccsc4)c(I)c(C)c32)c1,CS(C)=O,604.0,621.0,0.15,40738.0,BODIPY
CN(C)c1ccc2nc(/C=C/c3cc4c5c(c3)CCCN5CCC4)c(=O)oc2c1,CN(C)C=O,516.0,704.0,0.0359999984502792,,Coumarin
Cc1cc(/C=C/C=C(c2ccccc2)c2ccccc2)n2c1C=C1C=CC=[N+]1[B-]2(F)F,CS(C)=O,578.0,603.0,,,BODIPY
CCCCC(CC)CN1C(=O)c2ccc3c4c(-c5ccc6c7ccccc7n(-c7ccccc7)c6c5)cc5c6c(cc(-c7ccc8c9ccccc9n(-c9ccccc9)c8c7)c(c7ccc(c2c37)C1=O)c64)C(=O)N(CC(CC)CCCC)C5=O,ClC(Cl)Cl,551.0,651.0,,40100.0,Naphthalimide
CC(=O)OCOC(=O)CN(CC(=O)OCOC(C)=O)c1cccc(OCCOc2cc(NS(=O)(=O)c3ccc(-c4c5cc6c7c(c5[o+]c5c8c9c(cc45)CCCN9CCC8)CCCN7CCC6)c(S(=O)(=O)[O-])c3)ccc2N(CC(=O)OCOC(C)=O)CC(=O)OCOC(C)=O)c1,O,589.0,609.0,,,Acridines
N#Cc1ccc(C2=[N+]3C(=C(c4c(Cl)cccc4Cl)c4ccc(-c5ccc(C#N)cc5)n4[B-]3(F)F)C=C2)cc1,CO,568.0,602.0,0.8600000143051147,,BODIPY
Cc1ccccc1C1=c2cc3c(n2[B-](F)(F)n2c1cc1c4ccc5ccccc5c4oc12)=[O+]c1c-3ccc2ccccc12,CCOC(C)=O,607.0,627.0,0.6899999976158142,100000.0,BODIPY
Cc1cc(/C=C/c2ccc(O)c3ccccc23)n2c1C=C1C=CC=[N+]1[B-]2(F)F,CS(C)=O,585.5,661.0,0.05,,BODIPY
F[B-]1(F)n2c(cc3sc4ccccc4c32)C(=C2C=CC(=[I+])C=C2)c2cc3sc4ccccc4c3n21,ClC(Cl)Cl,658.0,673.0,0.05,54262.5,BODIPY
CCOC(=O)/C(C#N)=C(\C=C\c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1,CN(C)C=O,466.0,642.0,0.002600000007078,25646.0,Triphenylamine
CCC1=C(C)c2cc3[nH]c(cc4nc(c5c6[nH]c(cc1n2)c(C)c6C(=O)C5)[C@@H](CCC(=O)OC)[C@@H]4C)c(C)c3/C=C/[N+](=O)[O-],ClCCl,702.0,720.0,0.0230000000447034,,Porphyrin
Nc1ccc2c(c1)C(=O)c1ccc(N)cc1C2=O,CO,474.0,616.0,0.0001999999949475,,Acridines
CC/N=c1\cc2oc3cc([NH2+]CCN=C(O)C(N=C(O)OC(C)(C)C)C(C)C)c4ccccc4c3nc-2cc1C,O,590.0,653.0,0.4799999892711639,,PAHs
CCN1/C(=C/C=C/C=C2\CCCc3c2[o+]c2cc4c(cc2c3C2=C(C(=O)N(C)CCCC(=O)[O-])C=CCC2)C(CS(=O)(=O)[O-])=CC(C)(C)N4CC)C(C)(C)c2c1ccc1c(S(=O)(=O)[O-])cc(S(=O)(=O)O)cc21,CCO,863.0,896.0,,,PAHs
Cc1cc(C)c(C2=C3C=C(/C=C/c4ccc(C(C)(C)C)cc4)C=[N+]3[B-](F)(F)n3cc(/C=C/c4ccc(C(C)(C)C)cc4)cc32)c(C)c1,Cc1ccccc1,658.0,691.0,0.1299999952316284,,BODIPY
CCCCC1C(=O)c2cc(Oc3ccc(C(C)(C)C)cc3)c3c4c(Oc5ccc(C(C)(C)C)cc5)cc5c6c(cc(Oc7ccc(C(C)(C)C)cc7)c(c7c(Oc8ccc(C(C)(C)C)cc8)cc(c2c37)C1=O)c64)C1=[O+][B-](F)(F)N2C(=C1C5=O)C=Cc1ccccc12,ClCCl,616.0,655.0,0.5,,Cyanine
Cc1ccc(N(c2ccc(C)cc2)c2ccc3c(c2)C(c2ccc(C)cc2)(c2ccc(C)cc2)c2cc(-c4ccc(-c5ccc(C(=O)O)cc5)c5nsnc45)sc2-3)cc1,ClC(Cl)Cl,532.0,692.0,,,Triphenylamine
CCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,C1COCCO1,460.0,617.0,0.8619999885559082,14000.0,5n6
CCCCCCCCN1c2ccccc2Sc2cc(/C=C/c3ccc(N(c4ccc(/C=C/c5ccc6c(c5)Sc5ccccc5N6CCCCCCCC)cc4)c4ccc(/C=C/c5ccc(/C=C/c6ccc(N(c7ccc(/C=C/c8ccc(N(c9ccccc9)c9ccccc9)cc8)cc7)c7ccc(/C=C/c8ccc(N(c9ccccc9)c9ccccc9)cc8)cc7)cc6)c6nsnc56)cc4)cc3)ccc21,CCOC(C)=O,524.0,646.0,0.061999998986721,32000.0,Triphenylamine
C[O+]=C1C=CC(=c2ccc3n2[B-](F)(F)n2cccc2C=3c2ccc(O)cc2)C=C1,Cc1ccccc1,581.0,618.0,0.6800000071525574,,BODIPY
CCCCCCN(CCCCCC)c1ccc2cc3cc(C(=O)CC)ccc3cc2c1,CO,456.0,604.0,,,PAHs
CCCC(=O)c1c2c(c(C(=O)CCC)c3c1OC(CC(=O)OC)(C(=O)O)O3)OCO2,CO,442.0,614.0,0.0599999986588954,,5p6
CC1CC(C)(C)N(C)c2ccc(C=Cc3ccc(C=C(C#N)C(=O)O)s3)cc21,CCO,468.0,647.0,,,6p6
O=C(O)c1cc2c(cc1C(=O)O)C(=O)C(=Cc1ccc(N(c3ccccc3)c3ccccc3)cc1)C2=O,C1CCOC1,495.0,633.0,,,Triphenylamine
CCc1c(C)c2n(c1C)[B-]1(c3ccc4cc5ccccc5cc4c3)Oc3ccccc3C3=[N+]1C(=C2)c1ccccc13,Cc1ccccc1,630.0,641.0,0.6800000071525574,74000.0,BODIPY
c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,OCC(O)CO,471.0,633.0,0.0299999993294477,,5p6
CCCCC(CC)CN1C(=O)c2ccc3c4c(-c5ccc(-n6c7ccccc7c7ccccc76)cc5)cc5c6c(cc(-c7ccc(-n8c9ccccc9c9ccccc98)cc7)c(c7ccc(c2c37)C1=O)c64)C(=O)N(CC(CC)CCCC)C5=O,ClC(Cl)Cl,567.0,644.0,,33350.0,Naphthalimide
CC[NH+]=c1cc2oc3c(c(-c4ccccc4C(=O)O)c-2cc1C)CCCC3=CC=C1N(C)c2ccc3ccccc3c2C1(C)C,CC#N,716.0,749.0,0.2199999988079071,129820.0,PAHs
O=P1(c2ccccc2)C(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)=Cc2c3ccc4cccc5ccc(c6cc(-c7ccc(N(c8ccccc8)c8ccccc8)cc7)n1c26)c3c45,ClC(Cl)Cl,441.0,603.0,0.4900000095367431,40738.0,Triphenylamine
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,CCO,498.0,725.0,0.2300000041723251,,5n6
FC(F)(F)C(F)(F)C(F)(F)C1=NC2=C(Sc3ccccc3)C=C3c4cc(Sc5ccccc5)c5nc(C(F)(F)C(F)(F)C(F)(F)F)nc6c(Sc7ccccc7)cc(c4c56)=C4C=C(Sc5ccccc5)C(=N1)C2C34,C1CCOC1,565.0,606.0,0.0599999986588954,38019.0,PAHs
CSC1=C2C=CC(C)=[N+]2[B-](F)(F)n2c1cc(-c1cc3n(c1)[B-](F)(F)[N+]1=CC=CC1=C3c1c(C)cc(C)cc1C)c2C,Cc1ccccc1,607.0,663.0,0.5699999928474426,104600.0,BODIPY
COCCOCCN1C(=O)C2=C(c3ccc(/C=C/c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)N(CCOCCOC)C(=O)C2=C1c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,ClCCl,521.0,640.0,0.449999988079071,44000.0,Cyanine
CCc1c(C)c2n(c1C)[B-]1(c3ccccc3)Oc3ccccc3C3=[N+]1C(=C2)c1ccccc13,CCCCCC,625.0,636.0,0.7699999809265137,86300.0,BODIPY
CCc1c(C)[nH]c(C2=[N+]3C(=Cc4c(C)c(CC)c(/C=C/c5ccc(N(C)C)cc5)n4[B-]3(F)F)c3ccccc32)c1C,CCCCCC,719.0,740.0,0.270000010728836,89125.0,BODIPY
Cc1c(-c2cccs2)c(C)n2c1C(=C1C=CC(=[O+]S(=O)(=O)c3ccc([N+](=O)[O-])cc3[N+](=O)[O-])C=C1)c1c(C)c(-c3cccs3)c(C)n1[B-]2(F)F,ClCCl,533.0,607.0,,41975.9,BODIPY
O=C(O)CCCOc1cccc(-c2c3nc(cc4ccc([nH]4)c(-c4cccc(OCCCC(=O)O)c4)c4nc(cc5ccc2[nH]5)CC4)C=C3)c1,CS(C)=O,645.0,649.0,,,Porphyrin
CN1CCN(c2ccc3c4c(cccc24)C(=O)c2ccccc2-3)CC1,CO,456.0,645.0,0.0419999994337558,,PAHs
CN(C)c1ccc(C2=N/C(=N\c3[nH]c(-c4ccc(N(C)C)cc4)c(Br)c3-c3ccc(C(C)(C)C)cc3)C(c3ccc(C(C)(C)C)cc3)=C2Br)cc1,C1CCOC1,675.0,794.0,0.006,,5n6
CC1(C)OC(=C(C#N)C#N)C(Sc2ccccc2)=C1/C=C/c1ccc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)cc1,CC(C)=O,448.0,713.0,0.0,,Carbazole
Cc1c2oc3c(C)c(N)cc(C(O)=NC4OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C5CCCN5C(=O)C(C(C)C)N=C4O)c3nc-2c(C(O)=NC2OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C3CCCN3C(=O)C(C(C)C)N=C2O)c(N)c1=O,CCO,532.0,669.0,,,Benz
CCCC1=Cc2nc1ccc1[nH]c(cc1CCC)c1nc(c(OC(=O)CCCC(=O)OC(C)(C)C)cc3[nH]c2cc3CCC)C(CCC)=C1,Cc1ccccc1,645.0,651.0,0.209999993443489,,Porphyrin
Cc1cc(/C=C/C=C/c2ccc(N(C)C)cc2)n2c1C=C1C=CC=[N+]1[B-]2(F)F,CCOC(C)=O,604.0,719.0,0.0799999982118606,,BODIPY
O=[N+]([O-])c1ccc(-c2sc(N3CCOCC3)nc2-c2ccc(Br)cc2)s1,C1CCOC1,455.0,608.0,0.1199999973177909,,5n6
F[B-]12Oc3ccccc3-c3c4[n+]5c(c([n+]31)-c1ccccc1O2)-c1ccccc1O[B-]5(F)Oc1ccccc1-4,ClCCl,553.0,623.0,0.2899999916553497,14791.0,6n6
CN(C)c1ccc2c(-c3ccc(C(=O)O)cc3C(=O)O)c3ccc4cc(=O)ccc4c3oc2c1,O,576.0,639.0,,,PAHs
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,c1ccncc1,488.0,643.0,0.3799999952316284,,5n6
CN1C(=CC2=C([O-])C(=Cc3[o+]c4ccccc4n3C)C2=O)C(C)(C)c2ccccc21,ClC(Cl)Cl,608.0,619.0,,214000.0,SquaricAcid
c1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc23)cc1,CC(C)=O,424.0,619.0,0.0099999997764825,,Triphenylamine
COc1ccc2c3ccc(OC)cc3c3c(cc4n3[B-](F)(F)n3c(cc5c6c(c7ccc(OC)cc7c53)C=CC(=[O+]C)C=6)=C4c3c(C)cc(C)cc3C)c2c1,CC#N,666.0,711.0,0.006,120226.4,BODIPY
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(C=C(C#N)C#N)o3)cc2)cc1,ClC(Cl)Cl,524.0,696.0,,40071.0,Triphenylamine
CCN(CC)c1ccc2c(C#N)c(/C=C(\C#N)c3nc4ccccc4o3)c(=O)oc2c1,CCO,607.0,700.0,0.0143999997526407,12628.0,Coumarin
COc1c2ccccc2c(OC)c2c(C#Cc3ccccc3)c3cc4sccc4cc3c(C#Cc3ccccc3)c12,ClCCl,656.0,672.0,0.1099999994039535,13400.0,PAHs
CC1(C)C(=CC=CC=CC2=[N+](CCCCN=C(O)c3cc(NCCS(=O)(=O)O)cc(N(CCS(=O)(=O)[O-])CCS(=O)(=O)O)c3)c3ccc4ccccc4c3C2(C)C)N(CCCCCC(=O)O)c2ccc3ccccc3c21,CS(C)=O,688.0,714.0,0.27,,Cyanine
CCN1c2cc3[o+]c(C(C)(C)C)cc(/C=C/C=C4\N(CCCCCC(=O)O)c5ccc(S(=O)(=O)O)cc5C4(C)C)c3cc2C(C)=CC1(C)C,CCO,656.0,676.0,,,5p6
CCN1CCN(CC)c2cc3c(-c4ccccc4C(=O)[O-])c4cc5c(cc4[o+]c3cc21)N(CC)CCN5CC,CCO,588.0,656.0,,,Acridines
CCC1=[S+]C(=c2c(C)cc3n2[B-](F)(F)n2c(c(C=O)c(C)c2-c2ccc(CC)s2)C=3)C=C1,CS(C)=O,639.0,718.0,0.3400000035762787,,BODIPY
CN(C)c1ccc2c(c1)oc(=O)c1cc3cc4c(cc3[o+]c12)N(CCC(=O)O)CCC4,CC#N,593.0,644.0,0.2419999986886978,56250.0,Coumarin
CN(C)c1ccc2c(c1)P(=O)(c1ccccc1)C1=CC(=[N+](C)C)C=CC1=C2c1ccccc1C(F)(F)F,O,707.0,738.0,0.13,,6n6
COC(=O)/C=C/C1=CC2=C(c3c(C)cc(C)cc3C)c3cc(/C=C/C(=O)OC)c(/C=C/C(=O)OC)n3[B-](F)(F)[N+]2=C1/C=C/C(=O)OC,C1CCOC1,634.0,670.0,0.5600000023841858,,BODIPY
CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c(/C=C/Sc4ccc(Cl)cc4)n3[B-](F)(F)[N+]2=C1/C=C/Sc1ccc(Cl)cc1,ClCCl,648.0,680.0,0.6000000238418579,,BODIPY
CCCCCCCCN1C(=O)/C(=c2\s/c(=c3/c(=Cc4ccc5c(c4)C4CCCC4N5c4ccc(C=C(c5ccccc5)c5ccccc5)cc4)sc(=O)n3CC(=O)O)c(=O)n2CCCCCCCC)SC1=S,ClC(Cl)Cl,574.0,650.0,,,5p6
CCCCCCC(CCCC)Cc1cc(/C=C(\C#N)C(=O)O)sc1-c1cc2c3nonc3c3cc(-c4sc(-c5ccc6c(c5)Sc5ccccc5N6CC)cc4CC(CCCC)CCCCCC)sc3c2s1,C1CCOC1,463.0,694.0,,,Acridines
CCN(CC)c1ccc2cc(/C=C/C3=C4CC/C(=C\c5cc6ccc(N(CC)CC)cc6oc5=O)C4=[O+][B-](F)(F)O3)c(=O)oc2c1,C1COCCO1,629.0,675.0,0.3000000119209289,69214.0,Coumarin
CSC1=C2C=CC(C)=[N+]2[B-](F)(F)n2c1cc(-c1cc3n(c1)[B-](F)(F)[N+]1=CC=CC1=C3c1c(C)cc(C)cc1C)c2C,CC(C)=O,595.0,694.0,0.0099999997764825,106100.0,BODIPY
CCN(CC)c1ccc(/C=C/C2=c3c(=O)oc4cc(N(CC)CC)ccc4c3=[O+][B-](F)(F)O2)cc1,C1COCCO1,569.0,610.0,0.72,,Coumarin
F[B-]1(F)n2c(ccc2-c2ccc3ccccc3c2)C(c2c(Cl)cccc2Cl)=C2C=CC(c3ccc4ccccc4c3)=[N+]21,C1CCOC1,593.0,630.0,0.7300000190734863,,BODIPY
O=[N+]([O-])c1ccc(C2=C3C=CC(c4ccccc4)=[N+]3[B-](F)(F)n3c2ccc3-c2ccccc2)cc1,CO,559.0,603.0,0.0149999996647238,,BODIPY
CCc1c(C)c2n(c1/C=C/c1ccc(OC)cc1)[B-](F)(F)[N+]1=C(NCc3ccccc3)C=CC1=C2,CCOCC,589.0,604.0,0.6200000047683716,,BODIPY
CCCCCCCN1C(=CC2=C(C(=C=[N-])C#N)C(=Cc3sc4ccccc4[n+]3CCCCCCC)C2=O)Sc2ccccc21,C1COCCO1,709.0,723.0,0.0900000035762786,161000.0,SquaricAcid
F[B-]1(F)n2c(ccc2-c2ccc[nH]2)C(c2ccccc2)=C2C=CC(c3ccc[nH]3)=[N+]21,ClCCl,658.0,689.0,0.5799999833106995,,BODIPY
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,CC(C)=O,474.0,650.0,0.3100000023841858,,5n6
F[B-]1(F)n2c(ccc2-c2nc3ccccc3s2)C(c2ccccc2)=C2C=CC(c3nc4ccccc4s3)=[N+]21,ClC(Cl)Cl,623.0,643.0,0.8600000143051147,48000.0,BODIPY
CC/N=c1\cc2oc3cc([NH2+]CCC(O)=NCCCCC(N=C(C)O)C(=O)OC)c4ccccc4c3nc-2cc1C,CCO,590.0,645.0,0.3199999928474426,,PAHs
Cc1ccccc1C1=c2cc3c(n2[B-](F)(F)n2c1cc1c4cc(C(C)(C)C)ccc4oc12)=[O+]c1ccc(C(C)(C)C)cc1-3,CO,586.0,601.0,0.8600000143051147,166000.0,BODIPY
CC1=C(C)C(C)=[N+]2C1=C(C#N)c1c(C)c(C)c(C)n1[B-]2(OC(=O)C(F)(F)F)OC(=O)C(F)(F)F,CO,591.0,610.0,0.1099999994039535,,BODIPY
CCCN1C(=CC=C(C=Cc2sc3ccccc3[n+]2CCC)c2ccc([N+](=O)[O-])cc2)Sc2ccccc21,O,642.0,669.0,0.0199999995529651,,5p6
CCN(/C=C/c1ccc2n1[B-](F)(F)[N+]1=CC=CC1=C2c1ccccc1)CC,ClCCl,565.0,617.0,0.1400000005960464,,BODIPY
CCCCOCCOCCn1c(/C=C/c2cc(OC)c(/C=C/c3cccn3CCOCCOCCOC)cc2OC)ccc1C1(SCCOCCOCCOC)C(=O)C(c2ccc(/C=C/c3cc(OC)c(/C=C/c4cccn4CCOCCOCCOC)cc3OC)n2CCOCCOCCOC)=C1O,O,750.0,730.0,,,SquaricAcid
[NH2+]=c1cc2oc3cc(N4CCCC4)ccc3nc-2c2ccccc12,O,643.0,678.0,0.0299999993294477,8000.0,Acridines
COC(=O)c1ccc(C2=C3C(C)=C(C#Cc4ccc(-c5cc(-c6ccccn6)nc(-c6ccccn6)c5)cc4)C(C)=[N+]3[B-](F)(F)n3c(C)c(C#Cc4ccc(-c5cc(-c6ccccn6)nc(-c6ccccn6)c5)cc4)c(C)c32)cc1,C1COCCO1,602.0,630.0,,,BODIPY
CN(C)c1ccc(/C=C/c2nc3ccc(N(C)C)cc3oc2=O)cc1,CS(C)=O,503.0,666.0,0.0399999991059303,,Coumarin
CCN1CCN(CC)C2=C/C(=C3/C(=O)C(c4ccc5c(c4)N(CC)CCN5CC)=C3[O-])CC=C21,CO,728.0,821.0,,,SquaricAcid
Cc1cc(C)c(C2=C3C=CC=[N+]3[B-](F)(F)n3cc(/C=C/c4ccc([N+](=O)[O-])cc4)cc32)c(C)c1,Cc1ccccc1,561.0,616.0,0.3400000035762787,,BODIPY
COc1ccc2n1[B-](F)(F)N1C(=[O+]C)C=CC1=C2c1ccccc1,CO,511.0,620.0,0.1400000005960464,,BODIPY
C[O+]=C1C=CC(=C2c3cc(-c4ccccc4)c(-c4ccccc4)n3[B-](F)(F)n3c2cc(-c2ccccc2)c3-c2ccccc2)C=C1,Cc1ccccc1,586.0,616.0,0.6600000262260437,,BODIPY
CCCCCCN(CCCCCC)c1ccc(C#Cc2ccc([N+](=O)[O-])cc2)cc1,ClCCl,431.0,618.0,0.0015000000130385,,6n6
CCC1(CC)c2ccc(/C=C/C3=C(Sc4ccccc4)C(=C(C#N)C#N)OC3(C)C)cc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,CS(C)=O,498.0,815.0,0.0399999991059303,,Triphenylamine
CCCCCCC1(CCCCCC)c2cc(-c3ccc(C=C(C#N)C(=O)O)cc3)ccc2-c2ccc(N(c3ccc(CCCC)cc3)c3ccc(CCCC)cc3)cc21,ClCCl,441.0,623.0,,,Triphenylamine
CCN(/C=C/c1ccc2n1[B-](F)(F)[N+]1=CC=CC1=C2c1c(Cl)cccc1Cl)CC,CO,535.0,608.0,0.0099999997764825,,BODIPY
COc1ccc(-c2c(-c3ccc(C(C)(C)C)cc3)c(-c3cc(OC)c(OC)c(OC)c3Br)c3n2[B-](F)(F)n2c(c(-c4cc(OC)c(OC)c(OC)c4Br)c(-c4ccc(C(C)(C)C)cc4)c2=C2C=CC(=[O+]C)C=C2)=N3)cc1,Cc1ccccc1,706.0,740.0,0.0799999982118606,65800.0,BODIPY
COC1=C/C(=C\C=C2C=CN(Cc3ccc(Br)cc3)C=C2)C=CC1=O,CCCCO,576.0,640.0,,,Cyanine
CCCCN1C(=CC=CC=CC2=[N+](CCCC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21,CS(C)=O,692.0,713.0,0.3650000095367431,,Cyanine
Cc1cc(/C=C/c2ccc(OCCN3CCCCC3)cc2)n2c1C(=C1C=CC(=[O+]CCN3CCCCC3)C=C1)c1c(C)cc(/C=C/c3ccc(OCCN4CCCCC4)cc3)n1[B-]2(F)F,CCO,639.0,652.0,0.3499999940395355,,BODIPY
C[O+]=C1C=CC(=C2c3c(-c4ccccc4)c(-c4ccccc4)c(-c4ccccc4)n3[B-](F)(F)n3c2c(-c2ccccc2)c(-c2ccccc2)c3-c2ccccc2)C=C1,ClC(Cl)Cl,573.5,607.5,0.401,,BODIPY
F[B-]1(F)n2c(cc3oc4ccccc4c32)C(=C2C=CC(=[I+])C=C2)c2cc3oc4ccccc4c3n21,ClC(Cl)Cl,637.0,647.0,0.34,151008.0,BODIPY
COc1cc2c3c(c4cc(OC)c(OC)c(OC)c4c2c(OC)c1OC)=[N+]1C(=C(c2c(C)cc(C)cc2C)c2cc4c5cc(OC)c(OC)c(OC)c5c5c(OC)c(OC)c(OC)cc5c4n2[B-]1(F)F)C=3,ClCCl,727.0,771.0,0.001,154881.7,BODIPY
CC1(C)C(=CC=CC=CC=CC2=[N+](CCCCCC(=O)[O-])c3ccc(S(=O)(=O)O)cc3C2(C)C)N(CCCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21,O,749.0,771.0,0.3000000119209289,242000.0,Cyanine
CC1(C)OC(=C(C#N)C#N)C(Sc2ccccc2)=C1/C=C/c1ccc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)cc1,CS(C)=O,455.0,710.0,0.0099999997764825,,Carbazole
CCCN1C(=CC=C(C=CC2=[N+](CCC)c3ccccc3C2(C)C)c2ccncc2)C(C)(C)c2ccccc21,CO,634.0,648.0,0.2399999946355819,,Cyanine
Cc1cc2n(c1-c1cccs1)[B-](F)(F)n1c(cc(C)c1=C1C=CC=[S+]1)=C2,ClCCl,597.0,647.0,0.78,,BODIPY
CCN1C(=CC2=C([O-])C(=CC3=[N+](C)c4ccccc4C3(C)C)C2=O)[Se]c2ccccc21,ClC(Cl)Cl,657.0,675.0,,,SquaricAcid
O=C1/C(=C/C=C/c2cc3c4c(c2)CCCN4CCC3)CC/C1=C\C=C\c1cc2c3c(c1)CCCN3CCC2,CS(C)=O,539.0,740.0,0.061999998986721,,6p6
CCn1c2ccccc2sc2c(C#N)c3[nH]c4ccccc4sc3c(C#N)c21,ClC(Cl)Cl,495.0,615.0,0.3199999928474426,,Benz
O=C(O)C1=CC(=CC=[N+]2c3cc(O)c(C[C@@H]4O[C@H](CO)[C@@H](O)C(O)[C@H]4O)cc3C[C@H]2C(=O)O)C[C@@H](C(=O)O)N1,CO,533.0,611.0,0.001300000003539,,Cyanine
CN1c2cc3[o+]c4cc5c(cc4c(-c4ccccc4C(=O)[O-])c3cc2-c2ccccc2C1(C)C)-c1ccccc1C(C)(C)N5C,CO,582.0,604.0,0.75,125000.0,Acridines
CP(=C1c2ccccc2C(=[N+](c2ccccc2)c2ccccc2)c2ccccc21)(c1ccccc1)c1ccccc1,O,489.0,696.0,0.0099999997764825,,Acridines
CCCCc1ccc(-c2c(-c3ccc(F)cc3)c3n(c2-c2ccc(CCCC)cc2)[B-](F)(F)n2c(c(-c4ccc(F)cc4)c(-c4ccc(CCCC)cc4)c2-c2ccc(CCCC)cc2)C3=C2C=CC(=[F+])C=C2)cc1,ClCCl,588.0,627.0,0.2000000029802322,,BODIPY
CCN(CC)c1ccc2cc(/C=C/C3=C4CC/C(=C\c5cc6ccc(N(CC)CC)cc6oc5=O)C4=[O+][B-](F)(F)O3)c(=O)oc2c1,CC(C)=O,653.0,734.0,0.1800000071525573,93733.0,Coumarin
F[B-]1(F)n2c(ccc2-c2ccsc2)C(c2c(Cl)cccc2Cl)=C2C=CC(c3ccsc3)=[N+]21,CO,597.0,619.0,0.8790000081062317,,BODIPY
Cc1c(C2=[N+]3C(=Cc4c(C)c5ccccc5n4[B-]3(F)F)c3ccccc32)[nH]c2ccccc12,CC#N,591.0,637.0,0.0399999991059303,46774.0,BODIPY
CCN(CCCS(=O)(=O)O)c1ccc2c(-c3ccccc3C(=O)N(C)CCCC(=O)O)c3c([o+]c2c1)=CC1C(C=3)C(C)=CC(C)(C)N1CCCS(=O)(=O)O,CCO,584.0,604.0,,,Acridines
CC(C)(C)c1cc(/C=C/C=C2\N(CCCS(=O)(=O)O)c3ccc(S(=O)(=O)O)cc3C2(C)CCCC(=O)O)c2cc3c4c(c2[o+]1)CCCN4CCC3,CCO,647.0,670.0,,,5p6
CCC1=[S+]C(=c2c(C)cc3n2[B-](C#CCN(C)C)(C#CCN(C)C)n2c(cc(C)c2-c2ccc(CC)s2)C=3)C=C1,CS(C)=O,599.0,652.0,0.4699999988079071,,BODIPY
